"nmqm","wfl.gekappt","bj","WL","Zentral","Gebtyp.23","Modern.Boden","Boden.Fak","kue.score.23","bad.score23","Fussboden.Heizung"
18.44,45,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
13.57,56,2003.5,"gute",0,"anderer",0,"gut",0,1,1
11.52,85,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
19.43,54,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
15.14,71,1972,"gute",0,"anderer",0,"gut",0,0,0
14.95,97,2003.5,"gute",0,"anderer",0,"gut",2,3,1
19.23,52,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
14.17,90,1983,"gute",0,"Wohnblock",1,"gut",0,1,0
14.27,90,1957.5,"gute",0,"anderer",0,"gut",2,2,0
13.42,60,1972,"gute",0,"anderer",0,"gut",3,0,0
15.85,53,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,0,1
12.88,66,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,2,0
13.93,55,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",1,1,0
17.24,58,1957.5,"gute",0,"anderer",0,"gut",3,0,0
14.52,62,1972,"gute",0,"anderer",0,"gut",1,1,0
15.96,55,1972,"gute",0,"anderer",0,"gut",0,1,0
9.82,94,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
10.93,74,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
14.83,30,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
10.45,110,1983,"durchschnittliche",0,"anderer",0,"gut",1,1,0
15.14,58,1972,"durchschnittliche",0,"anderer",1,"gut",0,3,0
11.75,83,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
14.56,79,2012.5,"gute",0,"anderer",0,"gut",0,2,0
10.61,54,1972,"gute",1,"Hochhaus",0,"gut",1,0,0
16.39,80,2012.5,"gute",0,"anderer",0,"gut",0,2,1
17.07,41,1972,"gute",0,"anderer",0,"gut",0,0,0
15.15,75,1939,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
13.33,51,1993.5,"gute",0,"anderer",0,"gut",0,0,0
11.35,75,1993.5,"gute",0,"anderer",0,"gut",3,0,0
16.03,78,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
18.07,44,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,2,0
16.75,40,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
15.28,72,1924,"durchschnittliche",0,"Wohnblock",0,"gut",3,0,0
16.92,65,1939,"durchschnittliche",0,"anderer",0,"gut",3,0,0
19.2,25,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
15.07,69,1993.5,"gute",0,"anderer",0,"gut",3,0,0
14.51,71,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16,50,1957.5,"gute",1,"anderer",0,"gut",1,0,0
12.5,55,1957.5,"gute",1,"anderer",0,"gut",0,1,0
15.48,42,1939,"gute",1,"Wohnblock",0,"gut",3,1,0
15.23,86,1983,"durchschnittliche",1,"anderer",0,"gut",0,0,0
15.69,65,1957.5,"gute",1,"anderer",0,"gut",0,0,0
16.92,65,1957.5,"gute",1,"anderer",0,"gut",0,1,0
22.44,160,1918,"gute",1,"anderer",1,"gut",3,3,0
14.36,55,1993.5,"gute",1,"anderer",0,"gut",0,0,0
14.1,63,1957.5,"gute",1,"anderer",0,"gut",0,0,0
17,40,1983,"gute",1,"anderer",0,"gut",2,1,0
13.83,47,1957.5,"gute",1,"Hochhaus",0,"gut",1,0,0
12.3,91,1972,"gute",0,"anderer",1,"wedernoch",0,1,0
16.29,70,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",3,1,0
14.05,84,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
12.05,63,1983,"durchschnittliche",0,"anderer",0,"gut",2,0,0
14.22,58,1993.5,"gute",0,"anderer",0,"gut",3,0,0
14.4,50,1972,"gute",0,"Hochhaus",1,"gut",0,1,1
15.73,110,1972,"gute",0,"anderer",1,"gut",3,2,0
17.68,56,2012.5,"gute",0,"anderer",0,"gut",3,1,1
17.38,65,1972,"gute",0,"anderer",0,"gut",1,2,0
14,75,1957.5,"gute",0,"anderer",0,"gut",0,1,0
15.99,104,2012.5,"gute",0,"anderer",0,"gut",3,3,1
18.57,70,1972,"gute",0,"Hochhaus",1,"gut",0,1,0
16.25,40,1957.5,"gute",0,"anderer",1,"gut",0,1,0
14.93,75,1957.5,"beste",0,"anderer",0,"gut",0,1,0
14.88,92,1972,"gute",0,"anderer",1,"gut",0,1,0
21.49,67,2018,"gute",0,"anderer",0,"gut",3,2,1
10.69,75,1957.5,"gute",0,"Wohnblock",0,"gut",0,0,0
19.5,80,1972,"durchschnittliche",1,"anderer",1,"gut",0,1,0
13.99,72,1957.5,"durchschnittliche",1,"anderer",0,"gut",1,1,0
17.96,84,2012.5,"gute",0,"anderer",0,"gut",3,2,1
19.11,104,1983,"beste",0,"anderer",0,"gut",0,2,0
21.82,33,1972,"beste",0,"anderer",0,"gut",2,0,0
11.55,82,1924,"beste",0,"anderer",0,"wedernoch",0,1,0
12.58,113,1918,"gute",0,"anderer",1,"gut",0,2,0
11.31,84,1957.5,"gute",0,"anderer",0,"gut",0,0,0
14.6,118,2003.5,"gute",0,"anderer",1,"gut",0,2,0
13.24,105,1983,"durchschnittliche",0,"anderer",0,"gut",2,1,0
13.92,66,1957.5,"gute",1,"anderer",0,"gut",0,1,0
15.34,88,1957.5,"gute",1,"anderer",0,"gut",0,0,0
12.19,64,1957.5,"gute",1,"anderer",0,"gut",0,1,0
18.66,67,1957.5,"gute",1,"anderer",1,"gut",0,0,0
13.51,67,1972,"gute",1,"anderer",1,"gut",0,1,0
18.29,41,1972,"durchschnittliche",1,"anderer",0,"gut",2,0,0
17.24,87,2003.5,"gute",1,"anderer",0,"gut",0,1,1
13.86,71,1918,"gute",1,"anderer",0,"gut",0,1,0
12.48,72,1918,"gute",1,"anderer",0,"gut",0,1,0
13.98,59,1918,"gute",1,"anderer",1,"gut",0,1,0
21.17,60,1957.5,"gute",1,"anderer",0,"gut",0,1,0
18.89,90,1972,"durchschnittliche",1,"anderer",1,"gut",3,1,0
18.81,84,2012.5,"gute",1,"anderer",0,"gut",0,2,1
25.3,33,1972,"gute",1,"anderer",1,"gut",1,0,0
15.02,55,1957.5,"beste",1,"anderer",0,"gut",0,0,0
15.06,51,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
12.06,62,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
14.22,54,1983,"durchschnittliche",0,"anderer",0,"wedernoch",3,0,1
9.45,60,1957.5,"durchschnittliche",0,"Wohnblock",0,"einfach",0,1,0
11.14,70,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",1,0,0
9.44,72,1983,"durchschnittliche",0,"Wohnblock",0,"gut",2,1,0
14.63,40,2003.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
10.68,72,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.08,46,1972,"durchschnittliche",0,"Wohnblock",0,"wedernoch",1,0,0
14.37,35,1957.5,"gute",1,"anderer",1,"gut",0,0,0
20.2,25,1957.5,"gute",1,"anderer",0,"gut",2,0,0
17.22,72,1957.5,"gute",1,"anderer",0,"gut",0,1,0
16.5,100,1918,"gute",1,"anderer",0,"gut",2,2,0
14.13,115,1918,"gute",1,"anderer",0,"gut",0,1,0
11.79,67,1957.5,"gute",1,"Wohnblock",1,"wedernoch",0,1,0
17.5,34,1957.5,"gute",1,"anderer",0,"gut",0,0,0
20.74,65,1924,"gute",1,"anderer",0,"gut",3,1,0
16.96,80,1957.5,"gute",1,"anderer",0,"gut",0,1,0
10.87,71,1957.5,"gute",1,"anderer",0,"wedernoch",0,1,0
17.27,55,1957.5,"gute",1,"anderer",0,"gut",0,1,0
18.03,61,1957.5,"gute",0,"anderer",0,"gut",2,2,1
16.32,68,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,0,1
16.7,116,2018,"durchschnittliche",0,"anderer",0,"gut",0,2,1
13.54,65,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
17.66,64,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
10.65,86,1972,"durchschnittliche",0,"anderer",0,"gut",0,2,0
10.43,103,1983,"gute",0,"Wohnblock",0,"gut",0,1,0
12.56,78,1983,"durchschnittliche",0,"anderer",0,"gut",0,2,0
14.63,82,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
17.42,120,2003.5,"gute",0,"anderer",0,"gut",0,3,0
18.21,56,2012.5,"gute",0,"anderer",0,"gut",0,1,1
11.74,73,1983,"gute",0,"anderer",0,"gut",0,0,0
14.54,61,1983,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,0
8.19,80,2003.5,"gute",0,"anderer",0,"gut",3,1,0
26.67,27,2020.5,"durchschnittliche",0,"anderer",0,"gut",2,1,1
14.29,58,1957.5,"durchschnittliche",0,"anderer",0,"gut",3,0,0
13.22,82,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,2,1
23.5,48,1957.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
14.24,63,1918,"durchschnittliche",0,"anderer",0,"gut",0,1,0
16.54,52,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
13.5,80,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",2,1,0
16.96,23,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
15.36,55,2012.5,"durchschnittliche",0,"anderer",0,"gut",2,2,1
12.87,54,1939,"durchschnittliche",0,"Wohnblock",1,"gut",0,2,0
12.55,95,1939,"durchschnittliche",0,"anderer",0,"gut",0,1,0
27.96,23,1972,"gute",0,"anderer",0,"gut",0,1,0
12.97,79,1924,"durchschnittliche",0,"anderer",0,"gut",0,1,0
16.83,82,2012.5,"gute",0,"anderer",0,"gut",0,2,1
16.85,89,2012.5,"gute",0,"anderer",0,"gut",3,2,1
13.91,64,2012.5,"gute",0,"anderer",0,"gut",0,2,1
11.37,88,1939,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
17.14,70,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
11.43,69,1972,"durchschnittliche",0,"anderer",0,"gut",1,1,0
18.16,95,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,2,1
16.16,86,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.86,54,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,1,0
15.94,69,1972,"durchschnittliche",0,"anderer",0,"gut",2,1,0
11.46,106,1957.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,1,0
13.07,83,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,0
11.28,86,1972,"durchschnittliche",0,"anderer",0,"gut",3,3,0
14.2,50,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
19.5,30,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",2,0,0
8.31,64,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
10.87,53,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,0,0
17.19,89,2018,"durchschnittliche",0,"anderer",0,"gut",0,2,0
15.96,80,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.51,53,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
13.33,42,1983,"durchschnittliche",0,"anderer",1,"gut",0,0,0
13,69,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
14.36,59,1983,"gute",0,"anderer",0,"gut",0,0,0
11.1,59,2003.5,"gute",0,"anderer",0,"gut",3,1,0
16,30,1972,"gute",1,"Wohnblock",0,"gut",0,0,0
10.74,70,1993.5,"gute",0,"anderer",0,"gut",0,0,0
16.25,60,1957.5,"gute",0,"anderer",0,"gut",3,0,1
13.71,55,1924,"durchschnittliche",0,"anderer",0,"gut",0,0,0
10,125,1983,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
18.2,108,1993.5,"gute",1,"anderer",0,"gut",0,3,0
14.55,60,2003.5,"durchschnittliche",1,"anderer",0,"gut",1,0,0
15,54,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.57,70,1918,"durchschnittliche",0,"anderer",1,"gut",3,1,0
17.03,60,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",2,1,0
16.95,59,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",2,1,0
15,94,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
15.56,72,1983,"gute",1,"anderer",0,"gut",3,1,0
15.31,64,1993.5,"gute",1,"anderer",0,"gut",3,0,0
6.93,127,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
10.64,97,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
17.47,83,1983,"gute",1,"anderer",0,"gut",2,0,0
20.6,50,1983,"gute",1,"anderer",0,"gut",2,0,0
10.98,86,1983,"gute",1,"anderer",0,"gut",0,0,0
14.8,50,1957.5,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
16,75,1993.5,"gute",1,"Wohnblock",1,"gut",0,0,0
31.67,30,2012.5,"durchschnittliche",1,"anderer",0,"gut",2,0,1
25.36,34,1957.5,"durchschnittliche",1,"anderer",0,"gut",1,0,0
15.66,61,2003.5,"gute",1,"anderer",0,"gut",0,0,0
16.67,69,1983,"gute",1,"anderer",0,"gut",1,1,0
17.06,63,1983,"beste",1,"anderer",0,"gut",0,0,0
26.97,76,1918,"beste",1,"anderer",0,"gut",0,2,0
13.55,86,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
19.75,101,2020.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
16.51,126,2012.5,"gute",0,"anderer",0,"gut",0,2,1
15.93,80,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
19.4,71,2012.5,"gute",0,"anderer",0,"gut",3,2,1
13.78,87,1983,"durchschnittliche",0,"anderer",0,"gut",2,2,0
16.01,81,2003.5,"gute",0,"anderer",0,"gut",0,2,1
18.26,36,1983,"gute",0,"anderer",0,"gut",2,0,0
12.91,104,1957.5,"gute",0,"anderer",0,"gut",0,3,1
17.42,89,2018,"gute",0,"anderer",0,"gut",3,2,1
13.89,54,1972,"gute",1,"anderer",0,"gut",0,0,0
13.4,47,1924,"durchschnittliche",0,"anderer",0,"gut",0,0,0
15.36,70,1957.5,"gute",1,"anderer",0,"wedernoch",0,2,0
16.25,40,1993.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
12.88,48,1957.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",1,1,0
17.46,67,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,2,0
9.86,57,1957.5,"gute",1,"anderer",0,"gut",1,0,0
7.93,74,1957.5,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,1,0
17.33,58,1972,"durchschnittliche",0,"anderer",0,"gut",2,1,0
9.54,75,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,2,0
22.71,70,1957.5,"gute",1,"anderer",0,"gut",2,2,0
18.22,73,1957.5,"durchschnittliche",0,"anderer",1,"wedernoch",0,1,0
17.22,54,2012.5,"durchschnittliche",0,"anderer",0,"einfach",3,2,1
13.28,67,1993.5,"gute",0,"anderer",1,"gut",0,3,0
12.16,56,1993.5,"gute",0,"anderer",0,"wedernoch",2,1,0
14.73,110,2003.5,"beste",0,"anderer",0,"gut",0,2,0
18.18,110,2020.5,"gute",0,"anderer",0,"gut",2,2,1
17.25,69,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
14.17,60,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,2,0
10.52,77,1972,"gute",0,"anderer",0,"gut",2,1,0
18.44,96,1993.5,"beste",0,"anderer",0,"gut",3,2,1
10.91,88,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
23.28,58,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
12.7,100,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
10.13,160,1957.5,"gute",1,"anderer",0,"wedernoch",1,3,0
18,75,1972,"gute",1,"anderer",0,"gut",2,0,0
13.84,106,1957.5,"gute",1,"anderer",1,"gut",3,1,0
16.46,158,2003.5,"gute",1,"anderer",0,"wedernoch",3,2,1
16.96,28,1972,"gute",1,"anderer",0,"gut",1,0,0
13.11,42,2003.5,"gute",1,"anderer",0,"gut",1,1,0
15.63,64,1957.5,"gute",1,"anderer",0,"gut",0,0,0
17.76,107,1957.5,"gute",1,"anderer",0,"gut",2,3,0
16.25,48,1983,"gute",1,"anderer",0,"wedernoch",2,0,0
12.22,63,1918,"durchschnittliche",0,"Wohnblock",0,"gut",1,1,0
18.7,79,2020.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
6.3,47,1918,"durchschnittliche",0,"Wohnblock",0,"einfach",0,0,0
16.62,81,1957.5,"durchschnittliche",0,"anderer",1,"gut",3,1,0
14.5,110,1939,"beste",1,"Wohnblock",1,"gut",0,1,0
8.87,148,2003.5,"durchschnittliche",1,"Wohnblock",0,"gut",0,1,0
18.54,89,1918,"beste",1,"anderer",0,"gut",0,2,0
12.56,63,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
10.9,103,1918,"gute",1,"anderer",0,"gut",0,0,0
20.13,104,1918,"gute",1,"anderer",0,"gut",0,1,0
15.14,48,1983,"gute",1,"Wohnblock",0,"gut",0,0,0
12.45,117,1918,"gute",1,"Wohnblock",0,"wedernoch",0,1,0
18.85,122,1918,"gute",1,"anderer",0,"gut",0,1,0
16.53,75,1918,"gute",1,"anderer",0,"gut",0,1,0
17.38,105,1972,"beste",0,"anderer",1,"wedernoch",0,3,0
10.2,133,1924,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
7,73,1924,"gute",0,"anderer",0,"gut",0,1,0
18.53,58,1993.5,"durchschnittliche",1,"anderer",0,"gut",0,0,1
19.56,27,1972,"durchschnittliche",1,"anderer",0,"gut",0,0,0
7.27,72,1957.5,"gute",0,"anderer",0,"wedernoch",0,2,0
11.52,100,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
14.49,160,2018,"durchschnittliche",0,"anderer",0,"wedernoch",3,2,1
11.63,86,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.66,66,1939,"durchschnittliche",0,"anderer",0,"gut",3,1,0
13.21,82,1983,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
13.07,74,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
18.28,93,1983,"gute",1,"anderer",0,"gut",2,2,1
12.97,67,1972,"gute",0,"anderer",0,"gut",0,0,0
15,100,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
6.92,67,1957.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,1,0
16.19,63,1957.5,"gute",0,"anderer",1,"gut",2,0,0
13.37,40,1957.5,"gute",0,"anderer",0,"wedernoch",0,0,0
11.07,79,1957.5,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
17.08,72,2012.5,"gute",0,"anderer",0,"gut",0,2,1
12.07,81,1972,"durchschnittliche",0,"Hochhaus",1,"wedernoch",0,1,0
11.84,68,1957.5,"gute",0,"Wohnblock",0,"wedernoch",0,0,0
14.47,83,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
11.55,97,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
17.14,70,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
16.77,62,1972,"gute",0,"anderer",0,"wedernoch",2,0,0
13.78,45,1983,"gute",0,"anderer",0,"wedernoch",0,1,0
14.6,63,1957.5,"durchschnittliche",1,"anderer",0,"gut",3,1,0
15.4,87,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
17.87,47,1993.5,"gute",1,"anderer",0,"gut",0,2,0
16,82,2012.5,"durchschnittliche",1,"anderer",0,"gut",3,2,0
12.71,75,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
13.57,70,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,1,1
13.12,62,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
14.73,56,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
24.55,55,1972,"gute",1,"anderer",0,"gut",0,1,0
14,110,1918,"gute",1,"anderer",0,"gut",0,1,0
19.03,62,2003.5,"gute",1,"anderer",0,"gut",0,1,0
14.48,63,1918,"gute",1,"anderer",0,"gut",0,3,0
15.09,55,1972,"gute",1,"anderer",0,"gut",1,1,0
26.23,48,1972,"gute",1,"anderer",1,"gut",1,3,0
24,50,1972,"gute",1,"anderer",0,"gut",2,1,0
9.34,125,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,0
11.55,78,2003.5,"gute",0,"anderer",0,"gut",3,1,1
19.6,75,1957.5,"gute",1,"anderer",0,"gut",3,2,0
22.05,160,2003.5,"gute",1,"anderer",0,"wedernoch",0,2,1
11.63,99,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
19.2,25,1924,"gute",1,"anderer",0,"gut",0,0,0
15.06,72,1957.5,"gute",1,"anderer",0,"gut",0,0,0
13.51,74,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
16.89,56,1957.5,"gute",1,"anderer",1,"gut",0,1,0
18.84,85,1972,"gute",1,"anderer",0,"gut",0,1,0
11,70,1957.5,"gute",1,"anderer",0,"gut",0,1,0
15.33,84,1918,"gute",1,"anderer",0,"gut",0,0,0
17.42,53,1957.5,"gute",1,"anderer",0,"gut",0,0,0
11.06,53,1957.5,"gute",1,"Hochhaus",0,"gut",0,2,0
22.06,68,1957.5,"gute",1,"anderer",1,"gut",0,3,1
23.39,31,1957.5,"gute",1,"anderer",1,"gut",1,0,0
24.4,30,1957.5,"gute",1,"anderer",1,"gut",0,1,0
12.38,58,1957.5,"gute",1,"anderer",0,"gut",0,0,0
17.53,77,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,1,1
19.38,32,1957.5,"gute",1,"anderer",0,"gut",1,1,0
16.02,76,1957.5,"gute",1,"anderer",0,"gut",0,0,0
28.39,87,1972,"gute",1,"anderer",1,"gut",0,2,1
17.32,71,1957.5,"gute",1,"anderer",1,"gut",1,0,0
13.86,65,1957.5,"gute",1,"anderer",0,"gut",0,1,0
15.63,61,1993.5,"gute",1,"anderer",0,"gut",0,0,1
13.55,145,1918,"gute",1,"anderer",0,"gut",0,2,0
28.78,41,1957.5,"gute",1,"anderer",0,"einfach",2,0,0
11.83,85,1939,"gute",1,"anderer",0,"gut",0,0,0
11.2,62,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
11.78,76,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
11.43,73,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
10.88,50,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",1,1,0
12.52,73,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,1
10.43,69,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
10.33,64,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
15.86,63,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
11.64,67,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.39,36,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
13.31,62,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
10.97,82,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",1,0,0
12.72,50,1957.5,"gute",0,"anderer",0,"gut",0,0,0
9.5,80,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
11.73,75,1957.5,"gute",0,"anderer",0,"gut",0,0,0
14.67,30,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",1,0,0
14.58,48,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,2,0
14.28,43,1939,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
13.41,46,2003.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
17.02,94,1957.5,"gute",0,"anderer",1,"gut",3,4,0
13.29,77,1993.5,"gute",0,"anderer",0,"gut",0,1,0
16,100,1983,"gute",0,"anderer",0,"gut",0,2,0
13.95,86,1972,"gute",0,"anderer",1,"gut",0,2,0
19.01,101,2018,"beste",0,"anderer",0,"wedernoch",0,2,1
11.13,40,1993.5,"gute",0,"anderer",0,"wedernoch",0,0,0
17.82,94,2018,"gute",0,"anderer",0,"gut",3,2,1
14.92,57,1972,"beste",0,"anderer",0,"gut",0,1,0
17.5,70,1983,"beste",0,"anderer",0,"gut",3,0,1
12.08,73,1918,"durchschnittliche",1,"Wohnblock",0,"gut",0,2,0
8.48,50,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
17.13,54,1972,"gute",1,"anderer",0,"gut",0,0,0
18.09,47,1983,"gute",1,"anderer",1,"gut",3,1,0
17,44,1918,"durchschnittliche",1,"Wohnblock",0,"gut",0,0,0
15.47,32,1957.5,"gute",1,"anderer",0,"gut",0,0,0
11.9,105,1918,"gute",1,"anderer",0,"gut",0,2,0
15.58,55,1993.5,"gute",1,"anderer",0,"gut",1,0,0
19.09,148,2003.5,"durchschnittliche",1,"anderer",0,"gut",3,2,1
11.98,104,1957.5,"gute",1,"Hochhaus",0,"wedernoch",0,0,0
17.58,33,1957.5,"gute",1,"anderer",0,"gut",0,0,0
10.34,125,1918,"gute",0,"anderer",0,"wedernoch",0,1,0
13.89,84,1918,"gute",0,"anderer",0,"gut",0,3,1
12.68,51,1983,"gute",0,"anderer",0,"gut",0,0,0
11.23,79,1983,"gute",0,"anderer",0,"gut",0,0,0
17.78,45,1983,"durchschnittliche",0,"anderer",0,"gut",2,0,0
12.5,50,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
11.07,69,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.83,83,1972,"gute",0,"anderer",0,"wedernoch",1,0,0
13.75,52,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,0,0
15.77,52,1972,"gute",0,"Hochhaus",0,"gut",3,0,1
16.18,55,2018,"durchschnittliche",0,"anderer",0,"gut",3,1,1
11.16,69,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,0,0
11.84,95,1983,"gute",0,"anderer",0,"wedernoch",0,1,0
15.71,70,1972,"gute",0,"anderer",0,"wedernoch",2,0,0
11.85,62,1972,"durchschnittliche",0,"Hochhaus",0,"einfach",0,0,0
17.17,120,1972,"gute",0,"anderer",0,"gut",0,1,1
16,100,1983,"gute",0,"anderer",1,"gut",2,1,0
12.16,60,1957.5,"gute",0,"Hochhaus",1,"wedernoch",1,1,0
24.83,144,2012.5,"beste",0,"anderer",0,"gut",3,3,1
11.71,71,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
9.2,70,1939,"gute",0,"anderer",0,"gut",0,0,0
8.68,93,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
15.91,44,2012.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
18.41,44,1972,"durchschnittliche",0,"anderer",0,"gut",2,1,0
11.96,78,1918,"gute",0,"anderer",0,"gut",0,1,0
11.63,86,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
10.71,70,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.92,130,1924,"gute",0,"anderer",0,"gut",0,1,0
13.25,85,1972,"beste",0,"Wohnblock",1,"gut",0,0,0
10.4,96,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
