"nmqm","wfl.gekappt","bj","WL","Zentral","Gebtyp.23","Modern.Boden","Boden.Fak","kue.score.23","bad.score23","Fussboden.Heizung"
23.5,40,1972,"gute",0,"anderer",0,"gut",0,1,0
14.64,53,1972,"beste",0,"anderer",0,"wedernoch",0,1,0
15.29,94,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,1
11.01,89,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
12.3,61,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
16.67,66,2018,"durchschnittliche",0,"anderer",0,"gut",0,1,1
14.87,67,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
9.36,47,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
17.9,62,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
17.73,110,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,0
19.4,58,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.6,50,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
15.38,65,2012.5,"gute",0,"anderer",0,"gut",0,1,1
16.67,78,2018,"durchschnittliche",0,"anderer",0,"gut",0,2,1
15.2,60,2018,"gute",0,"anderer",0,"gut",0,1,1
16.12,98,2012.5,"gute",0,"anderer",0,"gut",0,2,1
19.52,57,2012.5,"gute",0,"anderer",0,"gut",0,2,1
17.83,59,2018,"gute",0,"anderer",0,"gut",0,2,1
14.2,56,1972,"durchschnittliche",0,"Hochhaus",0,"gut",2,0,1
8.83,72,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,1
16.67,108,1918,"durchschnittliche",0,"anderer",1,"wedernoch",0,2,0
12.99,78,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,2,0
15.71,70,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
18.1,58,1939,"durchschnittliche",0,"anderer",0,"gut",0,2,0
11.42,70,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
20,78,1972,"durchschnittliche",0,"anderer",0,"gut",3,1,0
13,60,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,2,0
21.09,64,1957.5,"gute",1,"anderer",0,"gut",3,0,0
12.36,75,1972,"gute",1,"anderer",0,"gut",0,0,0
18,78,1972,"gute",1,"anderer",0,"gut",0,0,0
14.51,61,1957.5,"gute",1,"Wohnblock",0,"gut",0,2,0
14.1,41,1972,"gute",0,"anderer",0,"gut",0,1,0
12.81,57,2003.5,"gute",0,"anderer",0,"gut",0,0,0
15.85,94,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,2,1
12.75,87,2012.5,"gute",0,"anderer",0,"gut",3,2,1
15.03,127,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
13.53,51,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,1,1
13.19,48,1939,"gute",0,"anderer",1,"gut",0,2,0
9.43,106,1918,"gute",0,"Wohnblock",0,"gut",0,1,0
17.19,64,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,0
11.35,125,1918,"durchschnittliche",0,"anderer",0,"gut",0,0,0
13.96,96,1957.5,"gute",0,"anderer",0,"gut",2,1,0
15,75,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,0,0
15.2,127,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",2,3,0
15.08,124,2018,"durchschnittliche",0,"anderer",0,"gut",3,1,1
14.88,82,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,0,0
20.44,45,1983,"durchschnittliche",1,"anderer",0,"gut",0,0,0
13.75,60,1918,"durchschnittliche",1,"anderer",0,"gut",2,2,0
14.17,49,1957.5,"gute",1,"anderer",0,"wedernoch",0,1,0
22.71,88,2012.5,"gute",1,"anderer",0,"gut",3,2,1
13.61,114,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
22.3,32,1972,"durchschnittliche",1,"anderer",0,"gut",2,1,0
14.38,64,1939,"durchschnittliche",1,"anderer",0,"gut",0,2,0
15.97,72,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
15.87,63,1993.5,"gute",1,"anderer",0,"gut",2,0,0
17.31,54,1993.5,"gute",1,"anderer",0,"gut",0,0,0
28.66,82,2018,"gute",1,"anderer",0,"gut",2,2,1
14.79,65,1983,"gute",1,"anderer",0,"gut",0,0,0
17.71,47,1918,"gute",1,"anderer",0,"gut",2,1,0
17.63,115,1983,"durchschnittliche",1,"anderer",1,"gut",0,2,0
10.72,65,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
17.6,96,1957.5,"gute",1,"anderer",0,"gut",3,2,0
26.13,80,1924,"durchschnittliche",1,"anderer",0,"gut",0,1,0
16.81,49,1957.5,"durchschnittliche",1,"anderer",0,"gut",1,1,0
22.32,112,1957.5,"gute",1,"anderer",0,"wedernoch",0,2,0
21,40,2003.5,"gute",1,"anderer",0,"gut",2,0,0
17.59,79,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
11.73,85,1957.5,"gute",1,"anderer",0,"gut",0,1,0
21.88,112,2018,"gute",1,"anderer",0,"gut",0,2,1
11.92,79,1983,"gute",1,"anderer",0,"gut",0,0,0
15.33,46,1957.5,"gute",1,"anderer",0,"gut",0,2,0
22.95,95,2012.5,"gute",1,"anderer",0,"gut",3,2,1
21.08,37,1983,"gute",1,"anderer",1,"gut",2,0,0
17.09,64,2003.5,"gute",1,"anderer",0,"gut",2,2,1
17.01,97,1957.5,"gute",1,"anderer",0,"gut",1,1,0
17.21,70,1924,"gute",1,"anderer",0,"wedernoch",0,1,0
21.82,110,1983,"gute",1,"anderer",1,"gut",2,1,0
19.44,54,2003.5,"gute",1,"anderer",0,"gut",1,2,1
24.92,59,2003.5,"gute",1,"anderer",0,"gut",3,2,0
19.19,27,1957.5,"gute",1,"anderer",1,"gut",0,0,0
21.03,44,1924,"gute",1,"anderer",0,"gut",0,1,0
15.91,88,1983,"beste",1,"anderer",0,"gut",3,0,0
13.09,64,1957.5,"gute",1,"anderer",0,"gut",0,1,0
15.28,72,1957.5,"gute",1,"anderer",0,"gut",0,2,0
11.94,99,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,0,1
13.52,29,1972,"gute",0,"anderer",0,"gut",2,0,0
16.67,33,1993.5,"gute",0,"anderer",0,"gut",0,1,0
6.81,63,1972,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,0,0
13.71,89,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
10.55,91,1993.5,"gute",0,"anderer",0,"gut",2,2,0
4.94,53,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
13.28,74,1972,"gute",0,"anderer",0,"gut",3,1,0
15.28,71,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
21.99,88,2012.5,"gute",1,"anderer",0,"gut",0,2,1
12.56,87,1918,"gute",1,"anderer",0,"gut",0,0,0
6.19,82,1918,"gute",1,"anderer",0,"gut",0,0,0
6.89,92,1918,"beste",1,"anderer",0,"wedernoch",0,1,0
20.29,69,1918,"gute",1,"anderer",0,"gut",0,0,1
16.29,80,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.49,102,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
17.38,38,1972,"durchschnittliche",0,"anderer",0,"gut",2,1,0
19.16,60,1972,"durchschnittliche",0,"anderer",1,"gut",3,0,0
17.23,75,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
16.83,60,1972,"durchschnittliche",0,"anderer",0,"gut",2,1,0
18.28,73,1993.5,"durchschnittliche",0,"anderer",0,"gut",1,1,0
20,60,1957.5,"gute",1,"anderer",0,"gut",0,1,1
12.62,84,1957.5,"gute",1,"anderer",1,"gut",0,1,0
14.17,104,1924,"gute",1,"anderer",0,"gut",0,1,0
11.21,116,1924,"gute",1,"anderer",0,"gut",0,0,0
16.13,77,2003.5,"gute",1,"anderer",1,"gut",0,1,0
18.57,105,1924,"gute",1,"anderer",0,"gut",0,1,0
15.95,74,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
14.56,76,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
12.34,82,1983,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
17.01,61,2003.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
13.65,74,1918,"durchschnittliche",1,"anderer",0,"gut",3,2,0
13.2,65,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
23.25,57,2003.5,"gute",1,"anderer",1,"gut",3,2,0
19.64,120,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
13.68,53,2012.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
11.96,46,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
14.71,68,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
8.65,86,1924,"durchschnittliche",1,"anderer",0,"gut",0,1,0
14.03,76,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
6.59,84,1924,"durchschnittliche",0,"Wohnblock",1,"gut",0,1,0
12.68,58,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
12.77,64,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",3,1,0
17.54,50,2020.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
17.66,50,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
11.67,53,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
14.37,71,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,2,0
8.47,43,1939,"durchschnittliche",0,"anderer",0,"einfach",0,1,0
15.97,72,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,2,0
13.93,56,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
10.31,85,1983,"gute",0,"anderer",0,"wedernoch",0,0,0
16.45,80,1972,"gute",0,"anderer",1,"gut",0,2,0
13.4,77,1972,"gute",0,"anderer",0,"gut",0,0,0
12.6,50,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
12.66,94,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
16.67,87,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,2,1
15.67,54,1993.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
16.72,67,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
13.06,62,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
16.06,79,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
11.54,57,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,1,0
20.14,69,2020.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
17.43,61,1972,"beste",0,"Wohnblock",0,"gut",2,1,1
14.87,85,1993.5,"gute",0,"anderer",0,"gut",0,0,0
14.39,66,1993.5,"gute",0,"anderer",0,"gut",3,1,0
13,50,1957.5,"gute",0,"anderer",0,"wedernoch",3,0,0
15.9,67,2012.5,"gute",0,"anderer",0,"wedernoch",0,1,1
18.64,59,2003.5,"gute",0,"anderer",1,"wedernoch",3,2,0
17.38,76,2003.5,"gute",0,"anderer",0,"gut",3,1,1
14.48,58,2003.5,"gute",0,"anderer",0,"gut",0,0,1
16.89,103,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
16.41,71,2018,"durchschnittliche",0,"anderer",0,"gut",3,2,1
14.1,61,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
8.9,102,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
19.31,72,2018,"durchschnittliche",0,"anderer",0,"gut",0,2,1
14.71,51,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",3,0,0
15.47,95,2003.5,"gute",0,"anderer",0,"gut",3,0,0
13.64,88,2012.5,"gute",0,"anderer",0,"gut",3,1,1
15.79,76,1972,"gute",0,"Wohnblock",1,"gut",2,0,0
17.15,86,2018,"gute",0,"anderer",0,"gut",2,2,1
18.63,69,2020.5,"gute",0,"anderer",0,"gut",2,2,1
20.2,49,2020.5,"gute",0,"anderer",0,"gut",0,2,1
19.31,106,2018,"gute",0,"anderer",0,"gut",3,2,1
16.99,73,2012.5,"gute",0,"anderer",0,"wedernoch",0,2,1
16.25,40,2003.5,"gute",0,"anderer",0,"gut",2,0,0
15.28,90,2003.5,"durchschnittliche",0,"anderer",1,"gut",0,1,0
15.45,55,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
18.16,50,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.94,32,1957.5,"gute",1,"anderer",1,"gut",0,0,0
9.5,86,1924,"gute",1,"anderer",0,"wedernoch",0,0,0
16.75,80,1983,"beste",0,"anderer",0,"gut",3,1,1
15.41,71,1957.5,"gute",0,"anderer",0,"gut",0,1,0
16.3,100,1993.5,"beste",0,"anderer",0,"gut",0,1,1
15.38,72,1957.5,"gute",1,"anderer",0,"gut",0,0,0
8.92,98,1918,"gute",1,"anderer",0,"wedernoch",0,0,0
14.2,56,1957.5,"gute",1,"anderer",0,"gut",0,1,0
15.13,78,1957.5,"gute",1,"anderer",0,"gut",0,1,0
20.14,77,1957.5,"gute",1,"anderer",0,"gut",0,0,0
21.28,105,1957.5,"gute",1,"anderer",0,"gut",2,1,0
12.89,38,1972,"gute",1,"anderer",0,"gut",1,0,0
15.15,101,1957.5,"gute",1,"anderer",0,"gut",0,0,0
19.19,31,1957.5,"gute",1,"anderer",0,"gut",0,0,0
13.02,33,1993.5,"gute",1,"anderer",0,"gut",1,0,1
10.65,48,1918,"gute",1,"anderer",0,"gut",0,0,0
14.52,130,1918,"gute",1,"anderer",0,"gut",3,1,0
25,54,2020.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
13.09,55,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,1,0
13.11,61,1972,"durchschnittliche",0,"anderer",0,"gut",1,1,0
11.49,62,1957.5,"durchschnittliche",0,"anderer",0,"einfach",0,1,0
15.1,49,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
15.78,49,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
14.95,78,1993.5,"durchschnittliche",0,"anderer",0,"einfach",0,0,0
20.83,60,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",2,1,0
14.61,89,1983,"gute",0,"anderer",0,"gut",0,0,0
12.94,60,1957.5,"gute",1,"anderer",0,"gut",0,0,0
15.47,86,1957.5,"gute",1,"anderer",0,"gut",3,1,0
13.5,26,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
6.73,63,1918,"gute",1,"anderer",0,"einfach",0,1,0
15.95,74,1918,"gute",1,"anderer",0,"gut",0,0,0
14,65,1983,"gute",1,"anderer",0,"wedernoch",0,0,0
21.86,43,1924,"gute",1,"anderer",0,"gut",0,2,0
29.69,64,1972,"gute",1,"anderer",1,"gut",0,0,0
17.66,27,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
15.63,64,1957.5,"gute",1,"anderer",0,"gut",0,0,0
16.18,68,1957.5,"gute",1,"anderer",0,"wedernoch",0,2,0
8.96,85,1957.5,"gute",1,"anderer",0,"einfach",0,0,0
11.53,90,1957.5,"gute",1,"Hochhaus",0,"wedernoch",0,0,0
15.71,56,1957.5,"gute",1,"anderer",1,"gut",0,1,0
9.87,76,1918,"gute",1,"anderer",0,"gut",0,2,0
13.98,40,1918,"gute",1,"anderer",0,"wedernoch",0,0,0
18.33,75,1957.5,"gute",1,"anderer",1,"gut",0,2,0
13.9,59,1924,"gute",1,"anderer",0,"gut",0,0,0
13.88,119,1957.5,"gute",1,"anderer",0,"gut",0,1,0
16.88,80,1918,"gute",1,"anderer",1,"gut",0,1,0
6.73,60,1957.5,"gute",1,"anderer",0,"einfach",0,0,0
22.5,46,1957.5,"gute",1,"anderer",0,"gut",0,0,0
20.45,65,1924,"durchschnittliche",1,"anderer",1,"gut",0,1,0
11.23,56,1957.5,"durchschnittliche",1,"Hochhaus",1,"gut",0,0,0
17.26,84,1957.5,"gute",1,"anderer",0,"gut",0,2,0
19.23,65,2003.5,"gute",1,"anderer",0,"gut",3,0,1
17.62,84,1957.5,"durchschnittliche",1,"Hochhaus",0,"gut",3,1,0
16.3,73,1957.5,"durchschnittliche",1,"Hochhaus",0,"gut",0,1,0
18.54,71,1918,"durchschnittliche",1,"anderer",0,"gut",0,2,0
14.21,44,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
14.69,80,1993.5,"gute",0,"anderer",0,"gut",2,0,1
13.97,63,1972,"durchschnittliche",0,"anderer",1,"gut",0,1,0
12.07,83,2018,"durchschnittliche",0,"anderer",0,"gut",0,1,0
11.86,83,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
11.15,46,1972,"gute",0,"anderer",0,"gut",1,1,0
10.06,67,1939,"gute",0,"anderer",0,"gut",1,1,0
12.22,54,1983,"durchschnittliche",0,"anderer",0,"wedernoch",1,0,0
12.82,85,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",1,1,0
10.66,50,1957.5,"gute",0,"anderer",0,"einfach",0,0,0
9.69,62,1939,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,0,0
11.46,82,1993.5,"gute",0,"anderer",0,"gut",1,2,0
8.28,110,1957.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,3,0
15.44,68,1972,"durchschnittliche",0,"anderer",1,"wedernoch",1,0,0
15.76,37,1957.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
12.87,75,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.08,43,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
18.18,44,1983,"gute",0,"anderer",0,"gut",2,2,0
14.7,67,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
12.55,55,1939,"durchschnittliche",0,"anderer",0,"gut",3,1,0
18.15,92,2012.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,2,0
21.77,52,1939,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
13.7,73,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
21.96,107,2020.5,"gute",0,"anderer",0,"gut",0,1,1
15.61,66,2003.5,"gute",0,"anderer",0,"gut",3,2,0
13.58,77,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
15,40,1957.5,"durchschnittliche",0,"anderer",1,"gut",2,1,0
17.21,104,1918,"durchschnittliche",0,"anderer",0,"gut",0,2,1
9.94,45,1939,"durchschnittliche",0,"anderer",0,"gut",0,1,0
20.71,70,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
11.29,93,1918,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
13.88,85,1924,"durchschnittliche",0,"anderer",0,"gut",3,1,0
14.39,41,1972,"durchschnittliche",0,"anderer",0,"wedernoch",2,0,0
17.37,35,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.59,33,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
24.42,86,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,2,1
14.62,55,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
14.39,115,2012.5,"durchschnittliche",1,"anderer",0,"gut",3,2,1
15.37,67,1918,"gute",1,"anderer",0,"gut",2,0,0
17.35,68,1918,"durchschnittliche",1,"anderer",0,"gut",3,0,0
15.38,65,1939,"gute",1,"anderer",0,"gut",0,0,0
11.97,66,1957.5,"gute",1,"Wohnblock",0,"gut",0,1,0
17.53,154,1918,"gute",1,"anderer",0,"wedernoch",3,4,0
17.46,63,1924,"durchschnittliche",1,"Wohnblock",0,"gut",2,0,0
12.21,61,1957.5,"gute",1,"anderer",0,"gut",0,0,0
14.85,66,1983,"beste",1,"anderer",0,"gut",0,0,0
10.98,149,1918,"gute",1,"anderer",0,"wedernoch",0,0,0
11.69,59,1957.5,"gute",0,"Hochhaus",0,"wedernoch",2,1,0
22.2,50,1957.5,"gute",0,"anderer",1,"gut",0,0,0
26.07,61,2020.5,"gute",0,"anderer",0,"gut",0,1,0
19.49,70,2018,"gute",0,"anderer",0,"gut",0,1,0
16.89,74,2003.5,"durchschnittliche",1,"anderer",0,"gut",0,2,0
13.08,107,1983,"durchschnittliche",1,"anderer",0,"gut",1,1,0
12.92,70,1939,"durchschnittliche",1,"anderer",1,"gut",0,2,0
12.65,30,1972,"durchschnittliche",0,"anderer",0,"gut",1,0,0
12.54,108,2003.5,"durchschnittliche",0,"anderer",1,"gut",0,2,0
13.48,62,1939,"gute",0,"anderer",0,"wedernoch",1,0,0
8.48,52,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
11.83,77,1972,"gute",0,"anderer",0,"wedernoch",0,1,0
8.5,70,1972,"gute",0,"Hochhaus",0,"gut",0,2,0
12.71,86,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
13.57,84,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,0,0
13.81,71,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,0
14.94,87,1983,"durchschnittliche",0,"anderer",1,"wedernoch",3,2,0
12.24,58,1983,"durchschnittliche",0,"anderer",0,"gut",3,0,0
6.6,146,1924,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
6.83,125,1918,"gute",1,"anderer",0,"gut",0,0,0
14.17,120,1918,"gute",1,"anderer",0,"gut",0,1,0
17.35,83,1972,"durchschnittliche",1,"Hochhaus",1,"gut",0,0,0
21.25,32,1957.5,"gute",1,"anderer",1,"gut",0,0,0
15.71,50,1918,"gute",1,"anderer",0,"gut",2,1,0
12.93,55,1957.5,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
8.43,81,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
14.07,58,1972,"durchschnittliche",0,"anderer",1,"gut",0,0,0
16.89,61,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,2,1
16.7,56,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,0,1
18.68,53,2012.5,"gute",0,"anderer",0,"gut",3,2,1
12,70,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,1,0
12.65,98,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
16.67,54,2012.5,"gute",0,"anderer",0,"gut",3,2,1
10.06,48,1918,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
19.8,50,1918,"durchschnittliche",0,"anderer",0,"gut",2,0,0
15,30,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.58,38,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.07,96,2012.5,"gute",0,"anderer",0,"gut",0,3,1
15.73,89,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,1
11.88,80,1957.5,"gute",0,"anderer",0,"gut",2,0,0
16.67,90,1983,"beste",0,"anderer",0,"gut",0,1,0
16,42,1972,"beste",0,"anderer",1,"gut",2,1,0
14.1,72,1983,"beste",0,"anderer",0,"gut",0,0,0
16.56,90,2018,"gute",0,"anderer",0,"gut",0,3,1
15.67,126,1957.5,"beste",0,"anderer",0,"wedernoch",0,2,0
14.94,82,1957.5,"gute",0,"anderer",0,"gut",3,1,0
14.77,65,1972,"gute",0,"anderer",1,"gut",2,0,0
13.35,113,1983,"beste",0,"anderer",0,"gut",0,2,0
17.59,54,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
16.03,78,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,0,1
16.25,60,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
15.15,50,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
8.46,78,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
12.12,71,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
14.88,120,2012.5,"gute",0,"anderer",0,"gut",0,2,0
14.3,36,1939,"gute",0,"anderer",0,"gut",0,0,0
13.48,66,1983,"gute",0,"anderer",0,"gut",0,1,0
19.6,125,1918,"beste",0,"anderer",0,"gut",0,2,0
17.69,130,1972,"beste",0,"anderer",1,"gut",2,2,0
31.11,135,2018,"beste",0,"anderer",0,"wedernoch",3,3,1
17.01,72,1983,"beste",0,"anderer",0,"wedernoch",3,2,0
13.25,83,1957.5,"gute",0,"Hochhaus",0,"gut",0,1,0
18.36,140,1924,"gute",0,"anderer",0,"gut",0,2,0
12.66,69,1924,"beste",0,"Wohnblock",0,"gut",0,1,0
16.71,80,2012.5,"gute",0,"anderer",0,"gut",0,2,1
10.65,94,1939,"beste",0,"Wohnblock",0,"gut",0,0,0
14.57,82,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
12,80,1972,"beste",0,"anderer",0,"gut",0,0,0
16.29,89,1957.5,"gute",1,"anderer",0,"gut",0,0,0
13.36,140,1993.5,"gute",1,"anderer",0,"gut",2,2,0
18.76,38,1972,"gute",1,"anderer",0,"gut",0,0,0
20.77,119,2003.5,"beste",1,"anderer",0,"gut",0,3,0
7.7,119,1957.5,"beste",1,"anderer",0,"wedernoch",0,0,0
14.17,142,1924,"beste",1,"anderer",0,"gut",0,1,0
24.35,69,1983,"beste",1,"anderer",0,"gut",0,2,0
17.46,63,1957.5,"gute",1,"anderer",0,"gut",3,1,0
14.12,65,1957.5,"gute",1,"anderer",0,"gut",0,1,0
21.16,31,1939,"gute",1,"anderer",0,"gut",0,0,0
15.53,38,1957.5,"gute",1,"anderer",0,"gut",0,1,0
18,55,1924,"gute",1,"Wohnblock",1,"gut",0,1,0
16.91,55,1924,"gute",1,"Wohnblock",0,"gut",3,0,0
18.66,76,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
18.18,55,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
12.39,75,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
12.6,37,1957.5,"gute",1,"anderer",0,"gut",0,0,0
15.01,57,1957.5,"gute",1,"anderer",0,"gut",0,0,0
19.59,64,1957.5,"gute",1,"anderer",0,"gut",0,0,0
12.78,85,1957.5,"gute",1,"anderer",0,"gut",0,0,0
9.93,58,1939,"gute",1,"Wohnblock",0,"wedernoch",0,0,0
16.06,117,1957.5,"gute",1,"anderer",0,"gut",3,1,0
19.02,80,1957.5,"gute",1,"anderer",0,"gut",2,1,0
16.22,45,1957.5,"gute",1,"anderer",1,"gut",1,1,0
16.67,45,1918,"gute",1,"anderer",0,"gut",2,0,0
14.46,56,1918,"gute",1,"anderer",0,"gut",0,1,0
14.52,124,1924,"gute",1,"anderer",0,"gut",0,2,0
7.57,89,1957.5,"gute",1,"anderer",0,"gut",0,0,0
13.79,87,1957.5,"gute",1,"anderer",0,"gut",0,0,0
11.13,99,1924,"gute",1,"anderer",0,"gut",0,1,0
20.29,68,1957.5,"gute",1,"anderer",0,"gut",0,2,0
10.25,80,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13.53,85,2003.5,"gute",0,"anderer",0,"gut",0,1,0
19.05,57,1972,"gute",0,"Wohnblock",0,"gut",0,2,0
16.07,61,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,0
11.73,86,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
15.26,78,2012.5,"gute",0,"anderer",0,"gut",0,2,0
13.51,74,1983,"gute",0,"anderer",0,"wedernoch",0,0,0
5.94,88,1972,"durchschnittliche",0,"anderer",0,"einfach",0,0,0
16.06,48,1957.5,"gute",0,"Wohnblock",0,"wedernoch",0,1,0
14.31,80,1972,"gute",0,"anderer",0,"gut",0,1,0
13.14,77,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,0
